source	RNAseq_Rif_The_DEgene	RNAseq_Rif_Tox_DEgene	RNAseq_DEgene_toProtein_Rif_The	RNAseq_DEgene_toProtein_Rif_Tox	traceback_across_TFs	existed_across_TFs	traceback_TFs_RNAseq_Rif_The_DEgene	traceback_TFs_RNAseq_Rif_Tox_DEgene	traceback_TFs_RNAseq_DEgene_toProtein_Rif_The	traceback_TFs_RNAseq_DEgene_toProtein_Rif_Tox
SYN3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ADARB2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NRG3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MORF4L1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DMWD	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PCYT2	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
NAT8L	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ATP6V0C	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LAMP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
KLHDC8B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PTCH1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RTN4RL1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NKAIN3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
IRS2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
BICD2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLITRK2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
LRCH3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNF529	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANKRD46	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PIP5K1C	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CYP4F2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
BCL9L	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
POLR1D	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ZNRF1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NAP1L3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CA5BP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
BACE1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RXRA	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
NAP1L2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPS23	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
GNG2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PCLO	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
INSIG1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MYT1L	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TMEM222	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SEPTIN10	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CYP4F3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GPATCH8	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PRR5	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZFP91	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
C17orf58	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BCR	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZNF397	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
POFUT2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SERPINA11	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PPARA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
EMID1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ESPN	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TMPRSS6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CYP4A11	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RPS19BP1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENTPD5	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
NAP1L1	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA
SLIT1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AKR1C1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RNF220	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TSPYL4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MT1X	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MAGED4B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
BCAM	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CIDEC	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DCC	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TAF9B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MAGI2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CHP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
COL4A1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PTMA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
IFT140	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
AGMO	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAGEH1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TET3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SAMD11	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ERC2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TMEM203	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
THSD4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NHEJ1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADH1A	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
SEMA4D	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MCRS1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
H1-2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EIF4EBP1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SHISA7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CYHR1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DNER	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
UBQLN2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RILPL1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARL4C	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
C11orf95	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
COL4A5	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
AGRN	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NHS	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PRKAR1B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZNF793	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TUBB4B	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
SBK1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC38A3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
IER5L	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
H2AX	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RALGAPA2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBLL1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NKAIN2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RTL6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
S100A16	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TMEM198	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPRED3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SHISA6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TMEM201	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLX4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RPL14	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
MSL1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
INSYN2A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NOC2L	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NELFB	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
H1-0	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
LITAF	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TMEM120A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SF3B3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MAOA	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
TSPYL1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PNRC2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
LIN54	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
KAZN	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC35E2B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GSPT2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HMGB1	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
IL1RAP	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PTPRT	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
KIAA0895L	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AKR1C3	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
SPATS2L	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
ACADSB	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
STK40	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM63A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GREB1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SRGAP3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PPIA	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
GRM7	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
POM121	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZBTB44	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NLGN3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NTNG2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ELAVL3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC35F1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
EVL	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
XRCC6	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
PPP1R26	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZNF777	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PIK3R4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MYL6B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NCOR2	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
SULT1A1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
AFAP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NACA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MME	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CACNA1H	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SULF2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AJAP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MYO6	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MRTFA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
HDAC2	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
ADH1B	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
ZKSCAN5	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SLC30A10	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TECPR2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZNF512B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NF1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
VKORC1L1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAML3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
STRN3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
LAMB3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ARHGEF12	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDLIM7	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FLNA	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
SRGAP1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CASP4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AP2A1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FUT11	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SMIM10L2B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ANXA4	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
ANXA6	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
GMFB	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
MAFG	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
DYNC1H1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
SLC6A17	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PCBP2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SLC25A29	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PGAP1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCNX3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACSL5	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
ADGRA1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
NOL4L	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SERPINA1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
DACT3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ADARB1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DIO3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CYP2B6	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSTK1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
STMN3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MIB2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MYO5A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RAB40C	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ENTPD6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ENPP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CPLANE1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MYH6	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
DPP4	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
SPTAN1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
FAM114A1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PHF2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
S100A10	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
RPL37A	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
EME2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ATAD3A	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GPAA1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CYRIA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
UGT2B17	TRUE	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA
KIF13B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ADH5	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
ERO1A	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
PLCG2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZNF71	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
S100A6	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
RPL12	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
DNM3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MPZL1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MBP	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AKAP17A	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
C1orf122	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZNF335	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RPS4X	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
SIRPA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AKR1B10	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
ZNF544	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM229B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MIER1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
HSD17B11	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA
SZT2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RPS6KL1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CACNA1E	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
STYX	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
UCKL1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PIM3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ASPH	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GFPT1	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
MT1F	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TCAF1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TXNRD1	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
TPM2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SH3BGRL2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MAFK	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
PLN	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CTNND1	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA
ARC	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUDT16	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LRBA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZNF536	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MMP17	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
AKR1C4	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
CCDC69	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TAT	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CALM1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LPA	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TTC37	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PAPSS2	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
SLC9A6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
IPO9	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GLMP	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ANKRD13B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ECI2	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
UNC13B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MT-CYB	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LDB1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CTR9	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
F5	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CDC42BPB	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
COLGALT2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MT-ND2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
FAM169A	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GRIN3A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MT-ND5	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MTOR	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SCAMP5	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZNF521	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LRIG2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MT-CO1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GK	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZNF358	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHAMP1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
INPP5F	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SELENOM	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
UBE2J1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
OPA1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
DENND4B	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT-ND3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SELENOT	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
CES1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
RUSC2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
OSTC	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
R3HDM4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RUNDC1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT-ND4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MT-ND1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PRMT6	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SHISA4	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
MT-ATP6	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
L1CAM	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SREBF2	TRUE	TRUE	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
RPL39	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
DZIP3	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
APRT	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
GPRASP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
TBKBP1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MAGEE1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MFAP3L	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SMG5	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
KIFBP	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TGM2	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
PJA2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
SGMS1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
INF2	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
COX20	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPRN	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
GDI1	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA
RTL8A	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
LRRC73	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
GIGYF2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
NHSL2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BMPR2	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RING1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
BRD2	TRUE	NA	NA	NA	NA	NA	TRUE	TRUE	TRUE	TRUE
NBDY	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
RNF5	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
RACK1	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA
AKT1S1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ATXN2	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PNMA8B	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
ZNF783	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
C12orf73	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
PCDHA4	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PSENEN	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
TMEM170B	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADGRG1	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
PRR13	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
MT1H	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA
